code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
002670,国盛金控,证券,广东,53.31,4.92,14.98,2561462.0,1747454.25,7238.82,945964.81,6.32,0.225,7.93,2.02,20120416,91934.61,0.61,1.68,44.88,12.38,53.03,26116.0
300405,科隆股份,化工原料,辽宁,67.29,1.0,1.17,180724.94,119480.32,35866.57,55274.88,4.72,0.152,8.06,1.69,20141030,24151.92,2.06,55.95,233.37,17.12,2.26,9206.0
000572,海马汽车,汽车整车,海南,0.0,16.42,16.45,1579293.63,580157.56,254175.55,376545.72,2.29,-0.605,3.98,0.98,19940808,97211.96,0.59,-30.29,-531.9,9.87,-10.27,91201.0
002149,西部材料,小金属,陕西,73.4,4.25,4.25,356870.5,180930.86,127000.65,126195.05,2.97,0.127,4.17,2.24,20070810,3958.78,0.09,28.5,154.82,19.91,3.47,33800.0
603900,莱绅通灵,服饰,江苏,26.32,0.85,3.4,283090.06,261569.55,7763.36,109274.96,3.21,0.92,6.71,3.56,20161123,74753.11,2.2,18.94,39.67,54.5,15.75,16600.0
000693,*ST华泽,小金属,四川,0.0,2.77,5.43,379029.72,309985.56,32259.19,-3052.87,-0.06,-0.213,1.36,3.14,19970226,7345.77,0.14,-80.55,-27.27,-0.12,-33.05,65669.0
002910,庄园牧场,乳制品,甘肃,56.21,0.47,1.87,180371.77,87209.15,62579.91,50879.06,2.72,0.46,6.02,3.41,20171031,39948.32,2.13,-5.62,-9.96,30.71,10.88,27589.0
000525,红 太 阳,农药化肥,江苏,16.41,5.07,5.81,1220217.38,585528.63,406671.41,293950.5,5.06,1.201,9.3,2.12,19931028,154371.25,2.66,40.61,451.81,31.88,14.02,19000.0
300443,金雷风电,专用机械,山东,20.5,1.28,2.38,173669.88,108862.01,43978.82,68372.13,2.87,0.631,6.81,1.9,20150422,62210.8,2.61,-6.29,-28.4,40.15,25.2,17900.0
002440,闰土股份,染料涂料,浙江,17.69,6.13,7.67,877601.63,485485.59,308760.94,152218.56,1.98,0.835,9.14,2.16,20100706,404726.72,5.28,47.23,45.39,31.32,14.25,37170.0
603101,汇嘉时代,百货,新疆,22.88,0.72,2.4,212016.34,46711.28,80798.71,43718.01,1.82,0.392,5.35,2.23,20160506,57169.38,2.38,10.84,55.46,16.84,4.44,23329.0
600901,江苏租赁,多元金融,江苏,27.9,6.4,29.87,4966916.5,0.0,49701.39,103792.31,0.35,0.43,2.66,3.55,20180301,178804.97,0.6,7.35,22.64,0.0,52.02,247785.0
603458,勘设股份,建筑施工,贵州,21.89,0.31,1.24,346344.78,290989.75,29833.05,81255.53,6.54,3.18,15.77,3.68,20170809,91768.71,7.39,21.49,105.15,41.01,17.1,16722.0
000953,*ST河化,农药化肥,广西,74.86,2.94,2.94,81787.81,29498.33,51019.76,12456.82,0.42,0.1,0.08,94.65,19991202,-43511.09,-1.48,-44.55,120.78,-1.94,13.34,29729.0
300436,广生堂,化学制药,福建,124.16,0.55,1.42,73646.93,47285.23,10985.6,23372.67,1.65,0.237,3.89,7.55,20150422,19180.06,1.35,-5.36,-49.46,86.97,11.33,15500.0
600511,国药股份,医药商业,北京,18.44,2.78,7.67,2016595.63,1831727.25,58483.43,233648.2,3.05,1.55,10.67,2.57,20021127,463262.69,6.04,4.84,15.28,7.81,3.15,25867.0
600306,商业城,百货,辽宁,17.83,1.77,1.78,163259.2,19135.5,109013.17,20389.11,1.14,0.463,0.84,9.84,20001226,-25150.89,-1.41,-4.61,-25.57,17.17,8.93,18600.0
603716,塞力斯,医药商业,湖北,47.06,0.38,0.71,156939.06,110932.27,20350.38,47051.35,6.6,1.316,13.09,4.73,20161031,36593.44,5.13,46.74,36.17,33.68,10.2,8564.0
600732,ST新梅,区域地产,上海,32.84,4.46,4.46,53741.16,23637.2,429.37,1219.71,0.03,0.149,1.02,6.41,19960816,-3204.53,-0.07,-50.22,283.0,14.45,296.11,22282.0
603380,易德龙,元器件,江苏,33.54,0.4,1.6,94068.88,73202.36,19101.9,36692.18,2.29,0.68,4.34,4.62,20170622,14344.17,0.9,25.36,18.01,26.12,11.08,18200.0
600581,XR八一钢,普钢,新疆,8.01,7.66,15.33,1860126.25,352518.41,1457624.0,408675.78,2.67,0.762,2.18,2.8,20020816,-231474.91,-1.51,69.44,3047.86,14.05,6.97,59400.0
600636,*ST爱富,化工原料,上海,41.79,4.26,4.47,505800.69,250760.63,137403.94,149913.05,3.35,0.27,5.82,2.59,19930316,56670.5,1.27,29.19,164.44,16.66,2.91,43452.0
600267,海正药业,化学制药,浙江,1079.68,9.66,9.66,2163641.75,694413.19,679313.13,364976.28,3.78,0.014,6.96,2.18,20000725,176525.98,1.83,8.61,114.37,31.52,0.13,29500.0
300268,佳沃股份,农业综合,湖南,0.0,0.98,1.34,83507.2,52314.07,12310.17,37698.46,2.81,-0.058,1.52,9.25,20110927,-30924.08,-2.31,10350.37,4.96,12.22,-4.71,8599.0
600449,宁夏建材,水泥,宁夏,14.23,4.78,4.78,734632.56,256067.52,417611.16,203367.38,4.25,0.705,9.48,1.06,20030829,181392.2,3.79,18.07,485.09,31.41,7.74,36668.0
600135,乐凯胶片,化工原料,河北,57.24,3.68,3.73,236242.34,174243.81,39498.01,89990.49,2.41,0.159,4.52,2.01,19980122,26206.22,0.7,30.24,43.98,17.03,3.2,39000.0
600359,新农开发,农业综合,新疆,70.47,3.82,3.82,255510.17,167401.75,54182.71,93332.75,2.45,0.089,1.82,3.43,19990429,-68440.63,-1.79,-30.57,122.31,4.89,3.11,50220.0
000755,*ST三维,化工原料,山西,0.0,4.69,4.69,487311.31,119778.88,333353.13,112936.02,2.41,-0.721,1.46,3.64,19970627,-153010.06,-3.26,-42.32,21.42,-1.19,-19.7,45450.0
300356,光一科技,电气设备,江苏,164.63,3.69,4.15,208679.95,97810.21,17068.5,74931.25,1.81,0.031,3.42,1.99,20121009,28831.28,0.69,-39.02,-47.76,26.05,4.3,19839.0
603331,百达精工,专用机械,浙江,32.12,0.32,1.27,95787.5,60589.91,28118.6,31593.4,2.48,0.48,5.23,3.28,20170705,20081.02,1.58,0.0,0.0,27.2,9.8,13905.0
603023,威帝股份,汽车配件,黑龙江,37.55,1.27,3.6,61724.61,50384.3,2694.43,662.03,0.02,0.191,1.56,4.58,20150527,14181.15,0.39,-5.69,-24.31,55.47,34.44,21200.0
002427,ST尤夫,化纤,浙江,14.68,3.98,3.98,821535.5,470211.41,196092.77,131319.97,3.3,0.539,6.06,1.74,20100608,63671.65,1.6,127.68,86.46,23.88,5.78,19196.0
300365,恒华科技,软件服务,北京,40.55,2.17,3.95,201680.88,176860.52,6975.87,78910.28,2.0,0.487,3.93,5.02,20140123,51772.4,1.31,41.84,53.26,44.24,22.46,7262.0
603879,永悦科技,化工原料,福建,44.95,0.36,1.44,57394.95,48321.48,5620.43,24257.45,1.68,0.36,3.61,3.8,20170614,10335.61,0.72,4.29,-7.18,18.12,7.85,8409.0
600029,南方航空,空运,广东,16.0,70.23,100.88,21832900.0,1788400.0,15825501.0,1511500.0,1.5,0.6,4.92,1.91,20030725,2166400.0,2.15,11.05,16.97,12.39,4.64,180900.0
600259,广晟有色,小金属,海南,474.8,2.62,3.02,435120.91,336046.5,30547.89,209621.27,6.95,0.068,6.47,4.98,20000525,-47497.62,-1.57,32.03,-22.19,5.7,0.37,49300.0
300324,旋极信息,软件服务,北京,51.56,6.75,11.66,788746.06,490769.31,39082.95,333363.19,2.86,0.34,4.46,3.86,20120608,89748.4,0.77,50.64,3.18,42.08,11.81,27700.0
002604,ST龙力,食品,山东,22.43,4.98,6.0,455911.06,157043.61,90379.15,184023.77,3.07,0.194,5.28,1.1,20110728,63610.48,1.06,76.66,19.76,29.9,10.76,60600.0
600523,贵航股份,汽车配件,贵州,22.79,2.89,2.89,365858.91,250065.52,62090.36,93600.21,3.24,0.673,7.76,1.97,20011227,79641.5,2.76,0.89,12.13,22.38,5.73,22500.0
600354,敦煌种业,种植业,甘肃,25.03,4.48,5.28,270930.78,165558.77,54162.93,90230.86,1.71,0.235,1.93,4.07,20040115,-44267.8,-0.84,-5.76,170.42,-10.29,61.38,63725.0
300059,东方财富,互联网,上海,57.44,41.34,51.47,4513922.0,3969107.25,172387.38,625424.5,1.22,0.058,2.91,4.62,20100319,292406.06,0.57,54.12,199.48,73.03,81.98,200386.0
000908,景峰医药,化学制药,湖南,35.89,7.67,8.8,519593.91,299628.31,69664.06,73096.36,0.83,0.117,2.7,2.07,19990203,108590.86,1.23,-3.39,-38.41,75.05,7.39,25389.0
603721,中广天择,影视音像,湖南,40.69,0.25,1.0,65284.66,51176.95,1858.75,25594.15,2.56,0.76,5.4,4.8,20170811,16278.4,1.63,-13.31,59.16,29.96,16.24,11251.0
300115,长盈精密,元器件,深圳,25.52,9.05,9.09,1008349.19,541111.19,335862.41,127551.32,1.4,0.628,4.91,3.26,20100902,208460.77,2.29,37.78,-16.49,24.1,6.77,40300.0
300293,蓝英装备,专用机械,辽宁,96.22,2.68,2.7,311533.59,228373.7,25916.17,15907.65,0.59,0.078,2.56,3.93,20120308,19930.46,0.74,494.62,1375.64,27.9,2.44,19890.0
300349,金卡智能,电器仪表,浙江,28.84,1.87,2.39,402878.81,218568.55,26172.53,196374.25,8.23,1.48,12.66,3.32,20120817,77059.59,3.23,97.55,297.38,48.68,20.63,9610.0
603258,电魂网络,互联网,浙江,36.12,0.67,2.4,191494.23,138809.06,27980.97,83082.92,3.46,0.685,6.72,3.69,20161026,40682.6,1.7,0.98,-35.76,91.32,32.95,26729.0
002334,英威腾,电气设备,深圳,24.22,5.72,7.55,321905.78,222323.88,20698.4,29675.03,0.39,0.299,2.45,2.96,20100113,77000.47,1.02,60.3,231.81,37.79,10.64,59844.0
002638,勤上股份,半导体,广东,87.12,9.79,15.19,708102.94,394239.44,28007.52,346214.88,2.28,0.055,3.4,1.42,20111125,12081.28,0.08,90.84,119.7,27.86,5.23,46500.0
002878,元隆雅图,文教休闲,北京,47.03,0.19,0.77,64056.46,61544.55,2195.7,27841.66,3.63,0.79,6.76,6.24,20170606,12602.85,1.65,0.0,0.0,24.59,8.96,12213.0
300709,精研科技,元器件,江苏,29.69,0.22,0.88,104817.97,51288.05,36566.43,11419.26,1.3,1.78,14.44,3.66,20171019,26389.69,3.0,0.0,0.0,40.49,17.04,16683.0
002434,万里扬,汽车配件,浙江,16.75,10.19,13.5,911586.31,373260.84,148750.44,310087.5,2.3,0.476,4.51,1.77,20100618,147353.38,1.09,34.78,105.95,22.93,12.78,34402.0
600213,亚星客车,汽车整车,江苏,61.06,2.2,2.2,485918.0,454487.75,23624.4,34209.4,1.55,0.112,0.71,12.85,19990831,-45327.32,-2.06,-24.47,-43.38,16.84,1.83,26421.0
603633,徕木股份,元器件,上海,36.82,0.83,1.2,108894.4,62968.65,36352.71,19770.26,1.64,0.336,5.77,2.86,20161117,33975.53,2.82,9.76,6.14,35.51,14.8,16147.0
603239,浙江仙通,汽车配件,浙江,23.6,0.91,2.71,120423.22,85684.9,23734.03,30109.5,1.11,0.628,3.67,4.04,20161230,36346.03,1.34,24.93,13.3,43.69,23.24,15000.0
002882,金龙羽,电气设备,深圳,27.32,0.8,4.25,167872.94,140300.13,19630.26,55981.5,1.32,0.49,3.27,3.74,20170717,35030.9,0.82,32.03,61.22,16.84,8.04,32400.0
300469,信息发展,软件服务,上海,88.03,0.29,0.68,121727.67,88873.53,2046.93,22443.2,3.29,0.486,6.18,6.92,20150611,16886.39,2.47,8.29,10.66,40.25,5.88,15600.0
600095,哈高科,区域地产,黑龙江,92.64,3.61,3.61,109451.51,54962.1,16436.88,26740.84,0.74,0.058,2.04,2.64,19970708,7080.62,0.2,-12.46,36.18,37.25,9.41,45600.0
600152,维科精华,纺织,浙江,152.12,2.93,4.41,271830.16,177411.34,37504.12,80655.03,1.83,0.04,3.19,1.8,19980609,2720.57,0.06,-13.8,132.6,18.0,1.04,31400.0
603809,豪能股份,汽车配件,四川,21.31,0.27,1.07,156340.47,80490.17,60165.13,2432.62,0.23,1.055,11.18,2.68,20171128,74688.11,7.0,0.0,0.0,36.77,19.3,29451.0
603669,灵康药业,化学制药,西藏,30.17,0.86,2.6,165165.31,113215.22,27033.2,64725.1,2.49,0.619,5.0,3.74,20150528,30970.7,1.19,110.01,4.6,80.02,16.02,21634.0
002382,蓝帆医疗,医疗保健,山东,42.77,4.86,4.94,183703.72,76523.34,68677.84,36100.48,0.73,0.406,2.88,6.02,20100402,56403.45,1.14,22.28,10.93,31.4,12.75,26900.0
000830,鲁西化工,农药化肥,山东,7.45,14.64,14.65,2870001.0,368679.91,1939564.25,218405.41,1.49,0.54,5.86,2.84,19980807,452150.56,3.09,31.98,240.26,30.39,16.7,136931.0
300127,银河磁体,元器件,四川,25.97,2.27,3.23,129143.07,109169.61,17094.11,49620.26,1.54,0.597,3.76,4.13,20101013,27057.83,0.84,24.5,63.13,39.48,36.63,23400.0
300251,光线传媒,影视音像,北京,38.13,27.52,29.34,917181.5,310972.97,1625.95,140406.52,0.48,0.214,2.49,4.38,20110803,224086.02,0.76,30.52,8.28,36.11,40.56,73085.0
300162,雷曼股份,元器件,深圳,88.92,2.19,3.5,136068.77,70760.32,18449.35,63208.98,1.81,0.068,3.15,2.58,20110113,5008.76,0.14,17.1,-41.8,30.91,5.06,28910.0
300417,南华仪器,电器仪表,广东,48.64,0.29,0.82,43475.56,31279.58,936.32,11993.74,1.47,0.324,4.82,4.35,20150123,16926.23,2.07,12.07,29.43,43.87,20.07,9883.0
300547,川环科技,橡胶,四川,29.44,0.31,0.62,91924.0,73612.56,14735.86,36875.81,5.97,1.9,11.41,4.77,20160930,28473.3,4.61,26.83,35.51,34.25,17.64,11662.0
300573,兴齐眼药,化学制药,辽宁,30.04,0.53,0.8,67430.56,20660.07,41685.55,22991.4,2.87,0.523,6.91,3.03,20161208,21907.6,2.74,8.35,-7.76,75.05,14.88,9569.0
300209,天泽信息,软件服务,江苏,54.8,2.44,2.92,256140.47,131878.0,10586.91,148182.86,5.07,0.249,6.98,2.6,20110426,25071.85,0.86,22.56,37.39,37.2,13.02,29038.0
000612,焦作万方,铝,河南,44.84,9.99,11.92,746477.56,139736.77,268021.38,160706.13,1.35,0.147,3.95,1.67,19960926,148406.47,1.24,27.78,77.11,4.1,3.5,54621.0
600985,雷鸣科化,化工原料,安徽,30.57,2.63,3.0,241889.13,107550.72,46252.9,80481.96,2.68,0.41,5.81,2.09,20040428,52366.45,1.74,14.43,32.01,40.93,12.43,12600.0
300609,汇纳科技,互联网,上海,76.01,0.53,1.01,48467.81,44745.26,462.87,20753.45,2.06,0.33,4.7,7.05,20170215,12374.11,1.23,27.17,77.62,70.85,27.08,12962.0
002452,长高集团,电气设备,湖南,46.11,3.69,5.29,288800.72,211873.47,33832.78,24205.57,0.46,0.115,2.59,2.05,20100720,53021.98,1.0,9.49,-49.49,27.13,4.3,43400.0
603183,建研院,建筑施工,江苏,69.12,0.22,0.88,77187.99,58717.5,6464.78,33245.4,3.78,0.51,6.96,5.03,20170905,19043.57,2.16,0.0,0.0,46.65,11.57,23724.0
300107,建新股份,化工原料,河北,59.65,3.28,5.47,108388.47,62007.26,43833.09,17419.85,0.32,0.159,1.8,5.28,20100820,23334.4,0.43,61.8,282.7,33.25,16.25,36100.0
600742,一汽富维,汽车配件,吉林,13.05,4.23,4.23,883937.69,474597.06,140604.67,44509.82,1.05,1.106,10.77,1.34,19960826,301072.09,7.12,6.17,9.47,6.65,3.67,24880.0
603598,引力传媒,影视音像,北京,51.19,0.97,2.71,203918.75,135236.31,534.23,12017.71,0.44,0.246,2.45,5.15,20150527,30579.77,1.13,49.09,102.04,10.73,2.58,24600.0
603039,泛微网络,软件服务,上海,85.04,0.27,0.69,131089.06,106155.81,12250.65,28369.98,4.1,1.33,8.55,12.48,20170113,28774.02,4.15,52.66,33.35,95.41,12.35,5419.0
603157,拉夏贝尔,服饰,上海,16.8,0.55,5.48,787171.19,505464.0,45548.2,189409.7,3.46,0.98,7.08,2.16,20170925,121535.6,2.22,5.24,-6.29,62.54,5.54,26219.0
000790,泰合健康,中成药,四川,19.58,5.6,5.6,132605.77,102912.13,23925.25,3958.06,0.07,0.306,1.5,4.01,19980327,26765.95,0.48,2.74,108.09,52.63,29.05,57299.0
600780,通宝能源,火力发电,山西,213.29,11.47,11.47,1204530.88,382039.19,501951.56,116539.05,1.02,0.015,4.15,1.01,19961205,215277.3,1.88,0.79,-84.8,12.93,0.47,46915.0
300615,欣天科技,元器件,深圳,69.77,0.22,0.8,49475.78,36697.0,7488.05,24576.0,3.07,0.263,5.66,4.33,20170215,9084.08,1.14,-4.92,-52.59,39.12,12.7,11449.0
603363,傲农生物,饲料,福建,78.54,0.6,4.26,253808.34,117686.9,71882.36,19540.35,0.46,0.29,1.92,10.35,20170926,17489.06,0.41,-1.52,18.32,18.86,2.21,32006.0
000732,泰禾集团,区域地产,福建,16.88,12.43,12.44,18358690.0,15928627.0,209286.56,462732.41,3.72,1.148,12.28,2.1,19970704,590107.81,4.74,39.73,17.71,27.04,8.94,54733.0
603685,晨丰科技,电气设备,浙江,25.47,0.25,1.0,98608.74,80309.81,15170.95,59186.94,5.92,1.45,9.01,3.17,20171127,18978.31,1.9,33.58,21.03,27.06,14.41,13900.0
002009,天奇股份,工程机械,江苏,19.68,2.71,3.71,535133.13,361394.09,77863.67,93160.06,2.51,0.193,5.57,2.72,20040629,69072.21,1.86,86.53,159.48,24.16,9.11,28417.0
300602,飞荣达,元器件,深圳,62.29,0.31,1.0,143031.81,118133.45,12152.87,34083.9,3.41,0.72,9.6,6.09,20170126,44824.78,4.48,30.23,-7.21,25.99,9.5,4918.0
300331,苏大维格,元器件,江苏,48.61,1.31,2.26,181879.72,93715.11,29613.03,93904.46,4.15,0.27,6.08,2.88,20120628,18162.9,0.8,122.94,451.91,30.49,9.48,21920.0
300593,新雷能,电气设备,北京,67.24,0.67,1.16,75683.85,54671.23,4607.62,22650.96,1.96,0.308,4.81,4.3,20170113,19712.68,1.71,-0.69,-19.26,45.23,10.28,13500.0
300566,激智科技,元器件,浙江,53.89,0.73,1.24,148324.69,77355.3,37917.9,39520.37,3.18,0.47,6.09,4.29,20161115,19084.17,1.54,14.53,2.07,29.83,9.04,11015.0
300246,宝莱特,医疗保健,广东,36.55,1.08,1.46,71762.36,41577.01,8291.42,8219.07,0.56,0.384,3.47,5.39,20110719,25304.31,1.73,25.08,9.64,38.04,10.83,19019.0
300453,三鑫医疗,医疗保健,江西,47.7,0.71,1.59,67053.53,26681.9,31582.4,16244.6,1.02,0.267,3.65,3.49,20150515,22665.47,1.43,27.09,15.77,30.88,10.5,12300.0
603917,合力科技,专用机械,浙江,31.2,0.28,1.12,110735.6,76121.81,24778.92,33467.25,2.99,0.95,7.41,3.08,20171204,33011.06,2.95,18.22,4.35,33.97,15.16,14500.0
300643,万通智控,汽车配件,浙江,61.92,0.5,2.0,47901.55,35201.15,9682.6,13293.52,0.66,0.19,2.06,5.3,20170505,6839.57,0.34,3.16,-9.55,31.14,11.04,17900.0
603767,中马传动,汽车配件,浙江,40.0,0.53,2.13,181069.98,110122.51,52914.76,72692.9,3.41,0.083,6.74,1.96,20170613,40897.89,1.92,2.86,-17.9,19.85,8.15,20956.0
300736,百华悦邦,通信设备,北京,55.37,0.14,0.54,27447.0,19305.49,667.87,3810.1,0.7,0.97,4.98,8.12,20180109,11164.03,2.06,4.17,-16.12,32.2,5.87,11400.0
002241,歌尔股份,元器件,山东,18.43,27.23,32.45,2657059.25,1324627.63,956707.63,295070.09,0.91,0.68,4.59,2.65,20080522,785347.69,2.42,32.4,29.53,22.01,8.38,121284.0
002289,宇顺电子,元器件,深圳,0.0,2.6,2.8,73388.06,27675.27,36909.48,170527.73,6.08,-0.455,1.68,4.56,20090903,-153038.55,-5.46,-69.19,-526.91,3.69,-31.79,20000.0
300707,威唐工业,专用机械,江苏,44.41,0.2,0.79,78813.49,59395.21,12535.26,34471.37,4.39,1.22,7.38,7.36,20171010,13002.28,1.65,0.0,0.0,46.67,21.59,13101.0
603505,金石资源,矿物制品,浙江,72.47,0.6,2.4,107938.77,17404.68,32116.75,17569.73,0.73,0.23,2.91,6.78,20170503,26345.59,1.1,0.0,0.0,42.99,20.51,26997.0
600860,京城股份,专用机械,北京,118.7,3.22,4.22,192506.2,96937.67,65728.93,68734.9,1.63,0.049,1.39,4.21,19940506,-56779.35,-1.35,35.3,114.03,16.17,1.73,15350.0
603579,荣泰健康,医疗保健,上海,40.57,0.51,1.4,218713.95,166135.81,36854.98,73902.18,5.28,1.58,9.76,6.42,20170111,43922.51,3.14,49.26,4.61,38.22,11.27,5247.0
002261,拓维信息,互联网,湖南,35.02,9.69,11.11,433731.31,131081.27,21116.6,192311.75,1.73,0.136,3.47,1.84,20080723,85775.46,0.77,11.77,-7.35,61.55,18.93,66687.0
300216,千山药机,医疗保健,湖南,60.5,2.61,3.61,449811.91,224934.97,49833.87,22273.2,0.62,0.123,3.36,2.95,20110511,55952.16,1.55,61.48,135.27,49.98,6.51,25120.0
300645,正元智慧,软件服务,浙江,906.61,0.17,0.67,79530.81,67775.71,681.71,27784.84,4.17,0.029,7.56,4.57,20170421,14387.37,2.16,0.0,0.0,38.86,0.83,3236.0
300678,中科信息,软件服务,四川,358.39,0.25,1.0,66166.78,52995.73,1981.14,25884.55,2.59,0.15,5.23,11.15,20170728,10997.0,1.1,0.0,0.0,33.38,9.75,20478.0
300279,和晶科技,元器件,江苏,41.95,2.91,4.49,314807.59,152043.22,34623.73,99712.88,2.22,0.195,3.76,2.9,20111229,22791.75,0.51,12.3,25.13,23.61,8.19,13237.0
300683,海特生物,生物制药,湖北,32.77,0.26,1.03,190875.19,174887.52,9850.2,98960.97,9.57,1.65,15.83,2.85,20170808,49019.12,4.74,-2.69,-9.34,95.31,18.98,17079.0
300652,雷迪克,汽车配件,浙江,28.98,0.22,0.88,86377.02,66539.22,9216.28,35097.0,3.99,0.72,7.45,3.2,20170516,17710.53,2.01,0.0,0.0,32.2,15.72,11618.0
000996,中国中期,公路,北京,113.58,3.45,3.45,69255.53,18433.52,406.26,15167.87,0.44,0.081,1.85,6.63,20000718,10495.82,0.3,-43.12,83.35,15.92,73.38,49801.0
300536,农尚环境,建筑施工,湖北,40.79,0.61,1.68,98390.56,96634.05,1281.8,13385.65,0.8,0.31,3.16,4.0,20160920,20400.21,1.22,11.5,1.9,27.47,12.22,16262.0
600408,安泰集团,焦炭加工,山西,167.58,10.07,10.07,628542.44,277963.44,303326.22,146303.84,1.45,0.009,0.97,2.17,20030212,-162897.02,-1.62,145.75,102.14,12.16,0.22,76802.0
002827,高争民爆,化工原料,西藏,25.03,0.63,1.84,87538.43,47983.35,26669.66,37072.05,2.01,0.487,4.42,3.68,20161209,19271.65,1.05,15.34,11.12,55.37,28.76,18585.0
300442,普丽盛,轻工机械,上海,1232.99,0.58,1.0,166399.05,98934.55,37287.25,52063.42,5.21,0.011,9.74,1.9,20150424,32546.11,3.25,30.52,-53.95,26.79,0.23,10210.0
603506,南都物业,房产服务,浙江,41.41,0.2,0.79,72642.0,0.0,0.0,0.0,0.0,0.637,4.35,8.08,20180201,0.0,0.0,0.0,0.0,0.0,8.71,18531.0
300562,乐心医疗,医疗保健,广东,204.14,0.84,1.89,75490.18,48086.82,14051.25,12188.0,0.65,0.094,2.71,7.11,20161116,17255.45,0.91,12.45,-77.84,27.06,2.06,22528.0
300687,赛意信息,软件服务,广东,46.96,0.2,0.8,83921.68,80942.17,291.2,49710.67,6.21,1.1,9.13,5.68,20170803,14224.57,1.78,0.0,0.0,31.36,13.34,13585.0
000516,国际医学,百货,陕西,51.66,19.33,19.71,583263.0,211115.84,141643.84,27703.6,0.14,0.101,1.84,2.83,19930809,120460.97,0.61,3.28,-1.59,19.89,4.89,92300.0
300597,吉大通信,通信设备,吉林,81.81,0.73,2.4,93014.45,88732.3,2889.12,21331.72,0.89,0.15,2.99,5.15,20170123,23868.56,0.99,-5.57,-6.41,30.14,13.1,30480.0
603085,天成自控,专用机械,浙江,86.16,0.79,2.24,152616.42,96546.86,36513.46,51360.59,2.29,0.313,4.39,6.15,20150630,21773.99,0.97,116.88,99.09,26.04,8.95,6312.0
300702,天宇股份,化学制药,浙江,30.19,0.3,1.2,227654.02,142482.38,60854.73,69462.38,5.79,1.18,10.76,3.31,20170919,43640.03,3.64,0.0,0.0,39.88,12.02,21807.0
603009,北特科技,汽车配件,上海,75.55,3.21,3.49,208275.38,126521.52,47161.84,70431.8,2.02,0.23,4.02,2.87,20140718,26870.16,0.77,11.52,4.88,23.69,6.18,23827.0
300626,华瑞股份,电气设备,浙江,41.81,0.52,1.0,91912.68,60351.65,26058.25,21015.75,2.1,0.61,4.85,4.91,20170320,16900.15,1.69,21.34,44.07,21.28,6.82,6124.0
600141,兴发集团,化工原料,湖北,27.01,5.01,6.06,2174324.5,423861.66,1223516.5,287214.34,4.74,0.52,10.19,1.4,19990616,144965.13,2.39,8.37,214.65,16.78,2.04,31608.0
300692,中环环保,环境保护,安徽,72.92,0.27,1.07,107113.82,31816.8,4916.14,41560.71,3.9,0.57,6.54,5.3,20170821,16812.42,1.58,30.72,9.74,39.7,21.8,19235.0
600903,贵州燃气,供气供热,贵州,159.09,1.22,8.13,767688.69,171351.56,353643.66,51021.3,0.63,0.2,2.91,9.25,20171107,21816.07,0.27,22.47,38.0,21.88,4.94,101800.0
300584,海辰药业,化学制药,江苏,65.52,0.47,1.2,63229.88,31509.05,18154.5,25245.95,2.1,0.547,4.31,8.3,20170112,16286.9,1.36,62.03,45.02,79.06,14.42,6575.0
603500,祥和实业,运输设备,浙江,36.07,0.32,1.26,84469.34,68559.8,10167.76,50089.93,3.98,0.58,6.07,3.57,20170904,12608.44,1.0,0.0,0.0,51.68,27.87,24404.0
300635,达安股份,建筑施工,广东,41.43,0.34,1.36,71383.88,61292.0,3714.35,22032.56,1.62,0.41,4.4,3.59,20170331,21221.7,1.56,-0.29,-6.07,34.69,12.73,12400.0
002923,润都股份,化学制药,广东,44.8,0.25,1.0,64912.15,35518.1,0.0,0.0,0.0,0.686,6.22,6.58,20180105,0.0,0.0,0.0,0.0,61.74,12.26,51368.0
002353,杰瑞股份,化工机械,山东,225.23,6.68,9.58,1037770.0,739623.25,169603.27,370117.69,3.86,0.071,8.3,1.92,20100205,305712.0,3.19,12.47,-43.82,26.8,2.13,57809.0
300035,中科电气,电气设备,湖南,58.99,3.9,5.18,138045.91,66254.13,21094.32,37518.9,0.72,0.078,2.18,2.84,20091225,18753.07,0.36,133.81,92.73,38.35,14.88,53483.0
300189,神农基因,种植业,海南,0.0,8.82,10.24,260142.09,166160.41,29938.77,28040.91,0.27,-0.012,1.38,2.72,20110316,9359.57,0.09,148.66,49.13,12.07,-1.2,62017.0
002820,桂发祥,食品,天津,31.27,0.77,1.28,108911.71,70141.78,16181.63,56159.05,4.39,0.723,8.11,2.79,20161118,30476.71,2.38,6.26,0.91,49.25,19.05,18300.0
002173,创新医疗,医疗保健,浙江,40.5,2.03,4.56,465016.75,236982.16,93141.42,276064.59,6.05,0.309,8.02,1.56,20070925,39830.21,0.87,18.66,22.69,39.81,15.55,13300.0
300136,信维通信,通信设备,深圳,36.9,7.45,9.83,533321.06,365729.53,48158.96,35814.15,0.36,0.905,2.81,11.89,20101105,153830.27,1.57,42.35,67.25,36.43,25.88,42968.0
000789,万年青,水泥,江西,15.66,6.13,6.13,837402.63,273503.09,403734.13,24088.42,0.39,0.754,5.07,2.33,19970923,204598.2,3.34,25.38,101.8,26.36,6.52,60200.0
