,code,name,date,nums,nlast,count,clast,amount,ratio
77,603366,日出东方,2017-06-30,13,4,1132.55,-695.29,8664.00,1.42
78,603355,莱克电气,2017-06-30,160,146,2374.22,1715.28,139533.09,35.60
79,603345,安井食品,2017-06-30,34,26,41.17,38.59,1053.87,0.76
80,603338,浙江鼎力,2017-06-30,83,61,1645.47,695.01,108485.59,35.60
81,603333,明星电缆,2017-06-30,8,7,259.27,178.66,1848.60,0.50
82,603328,依顿电子,2017-06-30,123,109,2153.18,1683.08,30467.45,2.18
83,603322,超讯通信,2017-06-30,5,3,0.85,0.65,40.97,0.03
84,603313,梦百合,2017-06-30,28,27,263.58,243.59,8455.76,3.20
85,603308,应流股份,2017-06-30,46,36,592.25,484.70,8563.94,1.48
86,603306,华懋科技,2017-06-30,53,43,1302.99,415.57,41226.73,6.16
87,603303,得邦照明,2017-06-30,52,-3,10.39,-2.36,347.04,0.10
88,603298,杭叉集团,2017-06-30,28,26,14.28,13.55,296.02,0.16
89,603288,海天味业,2017-06-30,111,93,1888.78,1379.91,77024.49,0.70
90,603268,松发股份,2017-06-30,17,15,40.92,-4.59,1323.35,0.99
91,603228,景旺电子,2017-06-30,114,113,1487.44,1487.09,71768.87,30.99
92,603227,雪峰科技,2017-06-30,10,9,7.84,-244.51,52.61,0.02
93,603208,江山欧派,2017-06-30,30,28,190.43,190.18,10288.70,9.42
94,603199,九华旅游,2017-06-30,19,14,123.22,84.55,4805.49,1.69
95,603198,迎驾贡酒,2017-06-30,113,109,1821.24,1745.60,34658.20,10.94
96,603186,华正新材,2017-06-30,40,37,664.68,507.89,28428.55,20.55
97,603179,新泉股份,2017-06-30,99,85,1600.81,1598.81,70291.45,40.17
98,603178,圣龙股份,2017-06-30,35,16,8.22,3.32,152.62,0.16
99,603169,兰石重装,2017-06-30,56,52,658.63,481.71,8002.42,0.64
100,603168,莎普爱思,2017-06-30,17,15,217.26,210.54,5070.86,0.95
101,603160,汇顶科技,2017-06-30,127,125,325.34,305.33,32631.68,1.42
102,603158,腾龙股份,2017-06-30,10,6,1247.02,-79.18,26898.31,12.07
103,603138,海量数据,2017-06-30,37,23,59.06,57.53,2626.99,2.22
104,603133,碳元科技,2017-06-30,42,11,42.23,34.65,1417.09,0.81
105,603131,上海沪工,2017-06-30,4,1,1.01,-21.80,23.12,0.02
106,603128,华贸物流,2017-06-30,36,34,3395.07,2197.15,29061.79,3.73
107,603126,中材节能,2017-06-30,12,8,69.43,-611.62,1142.75,0.11
108,603123,翠微股份,2017-06-30,16,13,791.87,532.65,7031.84,1.51
109,603118,共进股份,2017-06-30,42,41,1007.79,902.79,13736.19,2.71
110,603111,康尼机电,2017-06-30,111,89,6417.90,3080.02,78298.40,13.38
111,603108,润达医疗,2017-06-30,80,58,5786.05,3501.95,92171.73,26.08
112,603100,川仪股份,2017-06-30,15,12,240.04,174.55,2786.92,0.93
113,603089,正裕工业,2017-06-30,28,26,199.36,199.14,5968.83,7.48
114,603085,天成自控,2017-06-30,14,2,895.29,431.12,21498.63,11.34
115,603077,和邦生物,2017-06-30,70,69,3002.77,3001.18,15284.08,0.34
116,603041,美思德,2017-06-30,65,57,6.33,5.50,191.89,0.25
117,603040,新坐标,2017-06-30,47,34,790.10,641.92,50819.20,52.67
118,603039,泛微网络,2017-06-30,8,7,15.71,6.47,998.37,0.94
119,603030,全筑股份,2017-06-30,15,9,1457.61,1240.30,14757.97,5.95
120,603027,千禾味业,2017-06-30,34,32,862.38,862.22,15945.47,6.47
121,603020,爱普股份,2017-06-30,20,14,473.09,94.15,6888.14,2.45
122,603019,中科曙光,2017-06-30,76,72,1763.77,539.34,49632.52,2.74
123,603018,中设集团,2017-06-30,77,52,1739.07,707.37,56328.37,8.36
124,603017,中衡设计,2017-06-30,13,12,174.77,64.35,3072.38,1.14
125,603010,万盛股份,2017-06-30,7,6,74.20,70.48,2837.03,0.34
126,603009,北特科技,2017-06-30,8,5,477.25,-22.46,19820.21,1.49
127,603008,喜临门,2017-06-30,103,74,4649.83,-1513.43,82813.45,14.76
128,603006,联明股份,2017-06-30,11,8,1119.51,275.33,25009.93,15.99
129,603005,晶方科技,2017-06-30,95,81,1195.45,328.50,33460.53,6.96
130,603001,奥康国际,2017-06-30,94,81,3879.02,1947.16,72886.78,9.67
131,601998,中信银行,2017-06-30,435,364,36062.05,24172.61,226830.29,1.13
132,601997,贵阳银行,2017-06-30,252,220,15223.71,-305.41,240686.79,12.61
133,601992,金隅股份,2017-06-30,141,138,15080.78,15064.04,97572.66,1.85
134,601991,大唐发电,2017-06-30,57,38,6954.88,4885.99,31436.05,0.70
135,601989,中国重工,2017-06-30,399,319,167546.10,24999.38,1056580.47,9.12
136,601988,中国银行,2017-06-30,682,430,185353.18,75567.27,685806.76,0.88
137,601985,中国核电,2017-06-30,363,317,29086.89,25542.90,227168.64,6.88
138,601969,海南矿业,2017-06-30,20,11,4497.55,168.16,46342.79,5.24
139,601965,中国汽研,2017-06-30,63,52,7073.54,5869.04,66420.55,7.36
140,601958,金钼股份,2017-06-30,136,133,3887.60,3831.00,27874.09,1.20
141,601939,建设银行,2017-06-30,655,465,102803.16,65051.82,632239.44,10.72
142,601933,永辉超市,2017-06-30,423,356,76539.79,49401.07,541901.70,11.76
143,601928,凤凰传媒,2017-06-30,161,155,2999.56,2689.57,29275.68,1.18
144,601919,中远海控,2017-06-30,254,223,17116.05,12496.85,91762.20,2.24
145,601908,京运通,2017-06-30,34,30,1086.08,-4662.90,5213.19,0.54
146,601901,方正证券,2017-06-30,232,224,44013.45,43054.09,437053.52,5.35
147,601900,南方传媒,2017-06-30,49,47,861.96,821.06,10722.75,4.91
148,601899,紫金矿业,2017-06-30,386,326,87194.04,46834.98,297645.96,5.52
149,601898,中煤能源,2017-06-30,153,130,22924.29,9951.17,134794.84,2.50
150,601890,亚星锚链,2017-06-30,13,12,282.48,138.82,2454.74,0.29
151,601888,中国国旅,2017-06-30,366,305,15387.29,13889.58,463772.86,7.88
152,601886,江河集团,2017-06-30,46,36,1020.30,670.12,10458.03,0.88
153,601877,正泰电器,2017-06-30,218,202,6781.38,3165.09,128947.96,5.12
154,601872,招商轮船,2017-06-30,184,180,12653.72,12291.88,65336.97,2.68
155,601866,中远海发,2017-06-30,158,150,15373.49,10561.37,55344.56,1.94
156,601857,中国石油,2017-06-30,448,368,29303.54,16849.30,225344.24,0.18
157,601818,光大银行,2017-06-30,584,485,168470.68,111007.75,682306.25,4.23
158,601811,新华文轩,2017-06-30,52,50,131.85,130.94,2051.65,0.66
159,601808,中海油服,2017-06-30,40,29,1345.36,747.86,14852.76,0.45
160,601801,皖新传媒,2017-06-30,125,123,4117.67,2658.49,56357.40,2.07
161,601800,中国交建,2017-06-30,436,361,14361.10,8540.56,228197.82,1.22
162,601799,星宇股份,2017-06-30,108,101,3790.38,2788.64,167610.40,13.73
163,601789,宁波建工,2017-06-30,17,16,122.08,92.40,594.51,0.13
164,601788,光大证券,2017-06-30,340,335,26261.21,26108.33,392079.82,6.72
165,601777,力帆股份,2017-06-30,55,54,3332.60,2157.19,26794.10,2.69
166,601766,中国中车,2017-06-30,443,340,42536.96,22933.17,430474.07,1.86
167,601727,上海电气,2017-06-30,181,130,17708.59,3133.28,134054.02,1.80
168,601717,郑煤机,2017-06-30,154,126,26321.20,11409.44,199914.21,19.10
169,601700,风范股份,2017-06-30,32,30,483.47,482.41,2895.98,0.43
170,601699,潞安环能,2017-06-30,228,187,20378.88,8507.02,159362.87,6.81
171,601689,拓普集团,2017-06-30,191,168,6313.53,4304.45,209715.58,36.99
172,601688,华泰证券,2017-06-30,564,470,60403.60,20869.36,1081224.38,11.10
173,601678,滨化股份,2017-06-30,117,111,3548.45,3209.29,24661.73,2.99
174,601677,明泰铝业,2017-06-30,74,60,4854.81,2806.74,66219.64,10.16
175,601669,中国电建,2017-06-30,254,237,24986.14,21931.16,197812.97,2.60
176,601668,中国建筑,2017-06-30,726,480,123804.19,41137.78,1198424.61,4.16
177,601666,平煤股份,2017-06-30,78,65,9279.54,2668.70,48903.16,3.93
178,601636,旗滨集团,2017-06-30,160,154,17925.92,17642.03,80845.88,7.13
179,601633,长城汽车,2017-06-30,268,237,10832.16,6783.73,143959.41,1.80
180,601628,中国人寿,2017-06-30,534,430,24843.52,12449.11,670278.20,1.19
181,601618,中国中冶,2017-06-30,201,188,32800.08,25848.05,160362.98,2.02
182,601616,广电电气,2017-06-30,10,9,668.00,488.00,3119.58,0.71
183,601611,中国核建,2017-06-30,112,100,870.42,-279.47,10418.99,0.90
184,601608,中信重工,2017-06-30,110,107,3004.92,2650.94,16646.20,0.70
185,601607,上海医药,2017-06-30,727,533,34753.86,19162.27,1003691.62,18.07
186,601601,中国太保,2017-06-30,858,746,53925.51,44733.77,1826457.03,8.58
187,601600,中国铝业,2017-06-30,316,261,55210.65,39414.83,249552.12,5.04
188,601599,鹿港文化,2017-06-30,34,32,1539.18,1231.66,9635.26,1.77
189,601595,上海电影,2017-06-30,39,38,1046.39,1017.39,26034.23,9.87
190,601588,北辰实业,2017-06-30,33,27,3171.41,1826.49,19662.75,1.19
191,601567,三星医疗,2017-06-30,49,43,1780.14,-152.02,18549.04,1.44
192,601566,九牧王,2017-06-30,55,45,1496.92,-1184.70,24130.36,2.60
193,601555,东吴证券,2017-06-30,319,304,28088.72,26915.64,315436.34,9.72
194,601518,吉林高速,2017-06-30,8,6,431.71,-94.59,1649.12,0.36
195,601515,东风股份,2017-06-30,39,34,1052.58,743.06,11894.19,0.95
196,601398,工商银行,2017-06-30,919,535,260896.05,102868.01,1369704.26,0.97
197,601390,中国中铁,2017-06-30,388,310,41988.81,13968.48,364043.00,2.29
198,601388,怡球资源,2017-06-30,42,41,5428.76,4678.76,19217.80,2.68
199,601377,兴业证券,2017-06-30,294,238,62910.94,12825.79,467428.25,9.49
200,601375,中原证券,2017-06-30,124,118,7323.00,7306.99,73669.43,10.46
201,601369,陕鼓动力,2017-06-30,22,18,3332.54,3321.39,22061.44,2.03
202,601366,利群股份,2017-06-30,48,-46,39.17,-36.00,544.41,0.22
203,601339,百隆东方,2017-06-30,89,88,7388.44,7358.92,43961.19,4.93
204,601336,新华保险,2017-06-30,670,580,18179.58,15735.45,934430.63,8.72
205,601333,广深铁路,2017-06-30,251,232,25043.00,20829.56,113194.38,4.43
206,601328,交通银行,2017-06-30,670,321,205200.73,-1264.64,1264036.51,5.23
207,601318,中国平安,2017-06-30,1337,795,96375.54,46201.27,4781190.62,8.90
208,601311,骆驼股份,2017-06-30,104,99,3487.57,3395.16,49383.93,4.11
209,601288,农业银行,2017-06-30,805,487,390169.38,116482.92,1373396.21,1.33
210,601258,庞大集团,2017-06-30,58,44,5228.85,3774.63,14640.79,0.80
211,601238,广汽集团,2017-06-30,86,82,1450.18,1087.03,37791.72,0.34
212,601233,桐昆股份,2017-06-30,221,190,8598.43,5635.42,119174.25,7.14
213,601231,环旭电子,2017-06-30,217,212,7815.06,7414.84,122774.65,3.59
214,601229,上海银行,2017-06-30,227,207,4679.39,4193.45,119511.62,1.26
215,601228,广州港,2017-06-30,38,-116,93.44,-324.19,805.47,0.13
216,601225,陕西煤业,2017-06-30,389,342,41327.79,23576.35,292187.47,4.13
217,601222,林洋能源,2017-06-30,92,90,9026.98,7989.17,67070.46,5.18
218,601212,白银有色,2017-06-30,15,9,36.24,16.32,295.03,0.05
219,601211,国泰君安,2017-06-30,469,399,57388.10,9080.86,1177029.83,12.13
220,601200,上海环境,2017-06-30,13,-34,923.46,478.76,24647.22,2.97
221,601199,江南水务,2017-06-30,40,38,2173.37,467.23,14931.06,2.32
222,601198,东兴证券,2017-06-30,289,275,11859.51,11780.05,204457.92,9.43
223,601186,中国铁建,2017-06-30,498,369,37157.58,8759.56,447005.63,3.23
224,601179,中国西电,2017-06-30,107,91,10633.42,6565.27,59121.82,2.07
225,601169,北京银行,2017-06-30,552,431,83295.56,46256.68,763820.30,4.56
226,601168,西部矿业,2017-06-30,128,113,6034.66,5798.46,46406.50,2.53
227,601166,兴业银行,2017-06-30,809,431,103040.32,12077.41,1737259.75,5.41
228,601163,三角轮胎,2017-06-30,76,74,271.16,270.20,7131.54,0.97
229,601155,新城控股,2017-06-30,343,294,13643.81,9318.21,252956.32,19.36
230,601139,深圳燃气,2017-06-30,50,45,2878.96,2833.63,24902.99,1.32
231,601137,博威合金,2017-06-30,35,34,2252.92,1391.31,25542.46,4.00
232,601127,小康股份,2017-06-30,127,122,670.20,651.99,13370.54,3.72
233,601118,海南橡胶,2017-06-30,129,126,3331.67,3104.48,18923.86,0.85
234,601117,中国化学,2017-06-30,178,132,18296.90,8419.77,127895.33,3.71
235,601111,中国国航,2017-06-30,427,352,42239.95,19455.24,406375.08,4.96
236,601107,四川成渝,2017-06-30,23,16,1358.28,871.34,6411.07,0.63
237,601106,*ST一重,2017-06-30,3,2,561.73,522.92,1702.04,0.09
238,601101,昊华能源,2017-06-30,21,18,2081.84,937.65,17071.08,1.73
239,601100,恒立液压,2017-06-30,69,60,5886.23,1644.73,95886.61,9.34
240,601099,太平洋,2017-06-30,167,164,65107.97,64867.25,261734.05,10.05
241,601098,中南传媒,2017-06-30,199,142,12964.41,4115.79,241656.66,7.22
242,601088,中国神华,2017-06-30,480,406,28503.13,11374.61,646613.06,1.73
243,601069,西部黄金,2017-06-30,57,45,2451.68,497.00,61520.03,12.92
244,601058,赛轮金宇,2017-06-30,54,48,5073.51,2447.93,17351.40,2.24
245,601021,春秋航空,2017-06-30,199,181,3526.16,3094.41,118584.70,17.63
246,601020,华钰矿业,2017-06-30,65,62,298.22,243.62,6569.84,1.06
247,601018,宁波港,2017-06-30,175,173,13805.69,13762.04,78002.16,1.08
248,601016,节能风电,2017-06-30,69,68,4234.61,4216.68,15583.37,1.02
249,601012,隆基股份,2017-06-30,292,220,30439.78,14154.56,520460.13,15.48
250,601009,南京银行,2017-06-30,502,343,34582.50,10933.13,387669.84,4.29
251,601008,连云港,2017-06-30,11,5,362.38,-32.54,2547.53,0.36
252,601006,大秦铁路,2017-06-30,706,557,89582.99,39595.75,751601.30,6.03
253,601005,*ST重钢,2017-06-30,4,-23,12.11,-1169.28,25.79,0.00
254,601002,晋亿实业,2017-06-30,61,57,1178.00,1131.77,10189.70,1.49
255,601001,大同煤业,2017-06-30,76,73,4264.92,3966.12,22390.81,2.55
256,601000,唐山港,2017-06-30,79,75,6696.49,2661.49,34162.42,1.67
257,600999,招商证券,2017-06-30,419,377,28444.37,6361.62,489812.00,5.80
258,600998,九州通,2017-06-30,221,173,9918.70,6691.84,213847.11,6.03
259,600997,开滦股份,2017-06-30,34,29,3675.18,1270.98,22418.59,2.98
260,600996,贵广网络,2017-06-30,57,55,445.63,444.28,5334.16,2.12
261,600993,马应龙,2017-06-30,125,115,4426.76,2846.97,96414.81,10.29
262,600990,四创电子,2017-06-30,140,117,5024.85,3243.91,311490.24,36.76
263,600988,赤峰黄金,2017-06-30,33,31,2908.93,674.44,37088.86,2.38
264,600987,航民股份,2017-06-30,103,86,6067.94,4594.89,78640.45,9.55
265,600986,科达股份,2017-06-30,58,53,788.76,554.03,10695.58,1.60
266,600985,雷鸣科化,2017-06-30,12,2,3236.12,1320.22,41843.00,12.31
267,600984,建设机械,2017-06-30,12,10,322.79,299.28,2440.31,0.60
268,600983,惠而浦,2017-06-30,33,28,807.83,571.36,8740.69,1.52
269,600979,广安爱众,2017-06-30,19,14,2527.41,2516.35,14456.79,3.52
270,600978,宜华生活,2017-06-30,148,141,8667.15,8472.67,87104.88,5.84
271,600977,中国电影,2017-06-30,217,185,3963.81,1558.56,74202.50,7.02
272,600976,健民集团,2017-06-30,55,39,4619.86,2526.95,124782.48,30.14
273,600973,宝胜股份,2017-06-30,24,21,253.50,99.85,1419.62,0.28
274,600971,恒源煤电,2017-06-30,97,88,5572.02,4378.91,45300.56,5.57
275,600970,中材国际,2017-06-30,76,44,5137.89,3743.83,44648.24,3.05
276,600969,郴电国际,2017-06-30,24,20,1714.14,566.22,24340.78,6.49
277,600967,内蒙一机,2017-06-30,140,108,21718.81,13935.79,296027.41,26.40
278,600966,博汇纸业,2017-06-30,117,80,11010.79,8073.64,57146.00,8.24
279,600965,福成股份,2017-06-30,17,14,181.01,116.00,2061.76,0.34
280,600963,岳阳林纸,2017-06-30,113,86,20262.60,10127.65,152577.34,19.42
281,600961,株冶集团,2017-06-30,19,9,1839.30,723.22,15891.59,3.49
282,600960,渤海活塞,2017-06-30,32,30,2639.47,743.60,20139.12,5.03
283,600959,江苏有线,2017-06-30,127,125,4799.99,4767.42,50735.88,3.44
284,600958,东方证券,2017-06-30,318,280,35607.17,4629.58,495295.71,11.39
285,600939,重庆建工,2017-06-30,8,1,29.26,22.64,313.67,0.16
286,600926,杭州银行,2017-06-30,119,112,1132.63,915.26,16819.60,0.77
287,600919,江苏银行,2017-06-30,220,201,8320.75,6732.10,77299.80,1.44
288,600917,重庆燃气,2017-06-30,61,59,647.96,644.80,6110.27,0.42
289,600909,华安证券,2017-06-30,135,130,8096.52,8084.33,81693.88,10.12
290,600908,无锡银行,2017-06-30,1,-1,0.00,-9.60,0.00,0.00
291,600900,长江电力,2017-06-30,620,393,33982.09,14503.01,522644.52,2.95
292,600897,厦门空港,2017-06-30,24,20,190.09,-1048.51,4824.59,0.64
293,600896,览海投资,2017-06-30,5,4,883.16,283.16,7480.35,1.53
294,600895,张江高科,2017-06-30,155,153,3186.34,3026.34,53785.42,2.06
295,600894,广日股份,2017-06-30,153,137,4881.52,4590.51,57797.17,5.68
296,600893,航发动力,2017-06-30,252,217,25679.33,3915.46,701045.64,13.18
297,600892,大晟文化,2017-06-30,2,1,0.82,-1.67,9.82,0.00
298,600889,南京化纤,2017-06-30,56,50,1283.05,991.14,12176.15,4.18
299,600888,新疆众和,2017-06-30,19,15,1382.39,555.53,8543.18,1.66
300,600887,伊利股份,2017-06-30,921,555,96871.92,32565.20,2091464.78,16.06
301,600886,国投电力,2017-06-30,385,320,39334.89,26600.39,310745.66,5.80
302,600885,宏发股份,2017-06-30,238,183,10311.33,5618.89,411318.93,19.38
303,600884,杉杉股份,2017-06-30,240,218,15478.91,12842.51,254937.60,18.84
304,600883,博闻科技,2017-06-30,23,21,667.06,463.60,7784.62,2.83
305,600882,广泽股份,2017-06-30,18,17,2297.02,1006.82,21523.05,5.75
306,600881,亚泰集团,2017-06-30,71,60,4331.43,3172.30,22003.65,2.29
307,600879,航天电子,2017-06-30,196,155,51080.78,27291.63,448213.13,23.88
308,600876,洛阳玻璃,2017-06-30,14,11,93.81,53.87,1786.16,0.36
309,600875,东方电气,2017-06-30,121,111,7293.42,5559.87,69870.96,3.65
310,600873,梅花生物,2017-06-30,182,99,10672.90,-529.65,60515.36,3.43
311,600872,中炬高新,2017-06-30,235,208,11351.43,7790.66,207731.14,14.25
312,600871,石化油服,2017-06-30,106,101,2585.74,1573.00,8636.36,0.92
313,600867,通化东宝,2017-06-30,307,220,30851.86,10714.39,562737.94,18.76
314,600865,百大集团,2017-06-30,15,11,764.67,154.67,8977.20,2.03
315,600864,哈投股份,2017-06-30,26,18,8757.24,2080.12,72772.64,5.55
316,600863,内蒙华电,2017-06-30,55,53,5140.33,4593.59,15472.38,0.89
317,600862,中航高科,2017-06-30,118,116,10395.36,10353.37,100731.07,13.15
318,600861,北京城乡,2017-06-30,29,26,764.99,691.07,9830.08,2.41
319,600859,王府井,2017-06-30,97,83,1534.91,889.93,24788.72,2.55
320,600858,银座股份,2017-06-30,22,21,2700.38,2674.38,22305.15,5.22
321,600856,中天能源,2017-06-30,118,109,15715.38,8315.70,176955.16,20.38
322,600855,航天长峰,2017-06-30,64,43,9386.94,5471.47,198815.44,28.44
323,600853,龙建股份,2017-06-30,2,0,2.67,-289.25,16.47,0.00
324,600851,海欣股份,2017-06-30,10,4,55.70,-592.53,500.17,0.08
325,600850,华东电脑,2017-06-30,69,58,697.83,449.79,14912.60,1.66
326,600848,上海临港,2017-06-30,73,69,2132.36,2118.56,45973.75,5.34
327,600845,宝信软件,2017-06-30,33,26,903.92,397.64,15231.10,1.73
328,600837,海通证券,2017-06-30,433,348,94371.20,11750.74,1401412.35,11.66
329,600835,上海机电,2017-06-30,211,188,5886.30,5232.22,124436.28,7.30
330,600834,申通地铁,2017-06-30,14,10,597.74,334.03,7507.57,1.25
331,600833,第一医药,2017-06-30,9,7,135.42,20.13,2312.90,0.61
332,600831,广电网络,2017-06-30,84,81,1527.89,993.42,15202.50,2.71
333,600829,人民同泰,2017-06-30,19,16,1766.64,770.30,21800.30,3.05
334,600827,百联股份,2017-06-30,191,174,9410.06,8873.49,152913.55,6.10
335,600826,兰生股份,2017-06-30,77,71,1272.47,1031.01,23031.71,3.03
336,600825,新华传媒,2017-06-30,15,13,1411.51,1407.17,10007.63,1.35
337,600823,世茂股份,2017-06-30,73,67,4833.35,-376.47,23683.41,1.29
338,600822,上海物贸,2017-06-30,5,4,308.61,288.61,3795.88,0.78
339,600821,津劝业,2017-06-30,5,4,128.59,78.59,1158.60,0.31
340,600820,隧道股份,2017-06-30,281,237,16989.89,11233.85,171597.84,5.40
341,600816,安信信托,2017-06-30,292,282,13534.96,12438.90,183940.12,5.42
342,600815,*ST厦工,2017-06-30,2,0,12.56,-7.44,56.25,0.01
343,600812,华北制药,2017-06-30,11,10,99.44,46.31,595.65,0.06
344,600811,东方集团,2017-06-30,102,99,2627.94,2012.27,17134.16,0.80
345,600809,山西汾酒,2017-06-30,246,206,8857.87,5722.89,307279.43,10.23
346,600808,马钢股份,2017-06-30,213,200,28141.46,23195.67,99620.78,4.72
347,600807,天业股份,2017-06-30,33,31,1110.09,366.45,10468.16,1.41
